Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
BFO,861364,30,BANKEX,BANKEX25OCT66300PE,OPTIDX,30-OCT-2025,66300,PE
BFO,861841,30,BANKEX,BANKEX25OCT66200PE,OPTIDX,30-OCT-2025,66200,PE
BFO,861318,30,BANKEX,BANKEX25OCT66100PE,OPTIDX,30-OCT-2025,66100,PE
BFO,861797,30,BANKEX,BANKEX25OCT66000PE,OPTIDX,30-OCT-2025,66000,PE
BFO,861406,30,BANKEX,BANKEX25OCT65900PE,OPTIDX,30-OCT-2025,65900,PE
BFO,861573,30,BANKEX,BANKEX25OCT65800PE,OPTIDX,30-OCT-2025,65800,PE
BFO,861355,30,BANKEX,BANKEX25OCT65700PE,OPTIDX,30-OCT-2025,65700,PE
BFO,861527,30,BANKEX,BANKEX25OCT65600PE,OPTIDX,30-OCT-2025,65600,PE
BFO,861695,30,BANKEX,BANKEX25OCT65500PE,OPTIDX,30-OCT-2025,65500,PE
BFO,861483,30,BANKEX,BANKEX25OCT65400PE,OPTIDX,30-OCT-2025,65400,PE
BFO,861646,30,BANKEX,BANKEX25OCT65300PE,OPTIDX,30-OCT-2025,65300,PE
BFO,861439,30,BANKEX,BANKEX25OCT65200PE,OPTIDX,30-OCT-2025,65200,PE
BFO,861604,30,BANKEX,BANKEX25OCT65100PE,OPTIDX,30-OCT-2025,65100,PE
BFO,861395,30,BANKEX,BANKEX25OCT65000PE,OPTIDX,30-OCT-2025,65000,PE
BFO,861482,30,BANKEX,BANKEX25OCT63100PE,OPTIDX,30-OCT-2025,63100,PE
BFO,842782,30,BANKEX,BANKEX25SEP65600PE,OPTIDX,25-SEP-2025,65600,PE
BFO,842632,30,BANKEX,BANKEX25SEP63800PE,OPTIDX,25-SEP-2025,63800,PE
BFO,842948,30,BANKEX,BANKEX25SEP63700PE,OPTIDX,25-SEP-2025,63700,PE
BFO,842555,30,BANKEX,BANKEX25SEP63600PE,OPTIDX,25-SEP-2025,63600,PE
